slug,url
6x1s,"https://livetv.biz.id/play1.php?watch=Kruger United vs Stellenbosch"
3n1e,"https://livetv.biz.id/play1.php?watch=Jeonbuk vs Gwangju"
6bcd,"https://livetv.biz.id/play1.php?watch=Gangwon vs Jeju SK"
y17x,"https://livetv.biz.id/play1.php?watch=Pohang Steelers vs Seoul"
9l5l,"https://livetv.biz.id/play1.php?watch=Incheon Utd vs Daejeon Citizen"
9ge4,"https://livetv.biz.id/play1.php?watch=Gyeongju KHNP vs Changwon City"
6dvt,"https://livetv.biz.id/play1.php?watch=Osasuna vs Rayo Vallecano"
u2h8,"https://livetv.biz.id/play1.php?watch=Athletic Bilbao vs Alaves"
reum,"https://livetv.biz.id/play1.php?watch=Celta vs Racing"
r2vm,"https://livetv.biz.id/play1.php?watch=Sevilla vs Barcelona"
isb3,"https://livetv.biz.id/play1.php?watch=Real Sociedad B vs Mallorca"
k4p9,"https://livetv.biz.id/play1.php?watch=FC Andorra vs Sporting Gijon"
u4ws,"https://livetv.biz.id/play1.php?watch=Eldense vs Eibar"
ahk0,"https://livetv.biz.id/play1.php?watch=Castellon vs Tenerife"
bvnh,"https://livetv.biz.id/play1.php?watch=Cadiz vs Girona"
ge2x,"https://livetv.biz.id/play1.php?watch=Valladolid B vs Albacete B"
5x70,"https://livetv.biz.id/play1.php?watch=San Bartolome vs Estrella"
ukmr,"https://livetv.biz.id/play1.php?watch=Espanyol (W) vs  Madrid (W)"
gj4j,"https://livetv.biz.id/play1.php?watch=Real Madrid (W) vs  Valencia (W)"
ic0x,"https://livetv.biz.id/play1.php?watch=UDG Tenerife (W) vs  Sevilla (W)"
kd6r,"https://livetv.biz.id/play1.php?watch=Granada (W) vs  Deportivo de La Coruna (W)"
q6d8,"https://livetv.biz.id/play1.php?watch=Vasteras vs Malmoe"
700x,"https://livetv.biz.id/play1.php?watch=Brommapojkarna vs Goeteborg"
4m9s,"https://livetv.biz.id/play1.php?watch=Oergryte vs Sirius"
y9ts,"https://livetv.biz.id/play1.php?watch=Oester vs Norrkoeping"
8yyg,"https://livetv.biz.id/play1.php?watch=United IK vs Landskrona"
joau,"https://livetv.biz.id/play1.php?watch=Varberg vs Brage"
zv5o,"https://livetv.biz.id/play1.php?watch=Oddevold vs Vaernamo"
9zfq,"https://livetv.biz.id/play1.php?watch=Sandviken vs Oerebro"
uux3,"https://livetv.biz.id/play1.php?watch=AIK (W) vs  Hammarby (W)"
1crx,"https://livetv.biz.id/play1.php?watch=Sion vs Zurich"
k5ys,"https://livetv.biz.id/play1.php?watch=Young Boys vs Servette"
rcgn,"https://livetv.biz.id/play1.php?watch=Luzern vs Grasshopper"
6r81,"https://livetv.biz.id/play1.php?watch=Hang Yuen vs Tatung"
kg3q,"https://livetv.biz.id/play1.php?watch=Taichung Rock vs Taipower"
imdw,"https://livetv.biz.id/play1.php?watch=Tainan City vs AC Taipei"
1quu,"https://livetv.biz.id/play1.php?watch=Sariyer vs Boluspor"
r4vl,"https://livetv.biz.id/play1.php?watch=Keciorengucu vs Sivasspor"
e3cw,"https://livetv.biz.id/play1.php?watch=Batman Petrolspor vs Bursaspor"
pdft,"https://livetv.biz.id/play1.php?watch=Esenler Erokspor vs Fatih Karagumruk"
5qtk,"https://livetv.biz.id/play1.php?watch=Arnavutkoy Belediyespor vs Corluspor"
2ycw,"https://livetv.biz.id/play1.php?watch=Ankaragucu vs Serikspor"
i71n,"https://livetv.biz.id/play1.php?watch=Kocaelispor vs Gaziantep"
wgxb,"https://livetv.biz.id/play1.php?watch=Corum vs Alanyaspor"
xwtf,"https://livetv.biz.id/play1.php?watch=Basaksehir vs Genclerbirligi"
2cm9,"https://livetv.biz.id/play1.php?watch=Trabzonspor vs Galatasaray"
m314,"https://livetv.biz.id/play1.php?watch=Besiktas (W) vs  Fenerbahce (W)"
f15i,"https://livetv.biz.id/play1.php?watch=Hatta vs Shabab Al Ahli"
p6be,"https://livetv.biz.id/play1.php?watch=Kalba vs Khor Fakkan"
82y7,"https://livetv.biz.id/play1.php?watch=Ajman vs Sharjah"
mdms,"https://livetv.biz.id/play1.php?watch=Al Wasl vs Al Ain"
hzkp,"https://livetv.biz.id/play1.php?watch=Poltava vs Metalist"
jfgn,"https://livetv.biz.id/play1.php?watch=Chernihiv vs Inhulets"
m16z,"https://livetv.biz.id/play1.php?watch=Lokomotiv Kyiv vs Kulikiv"
1snb,"https://livetv.biz.id/play1.php?watch=Zoria vs Dynamo Kyiv"
frn3,"https://livetv.biz.id/play1.php?watch=Epitsentr vs Livyi Bereh"
tm08,"https://livetv.biz.id/play1.php?watch=Kudrivka vs Kolos"
zhnh,"https://livetv.biz.id/play1.php?watch=Metalurh Zp vs Avangard Lozova"
8gji,"https://livetv.biz.id/play1.php?watch=Rukh Lviv vs Podillya Khmelnytskyi"
l62d,"https://livetv.biz.id/play1.php?watch=Chernomorets U 21 vs Obolon U21"
t4x3,"https://livetv.biz.id/play1.php?watch=Epicenter U21 vs Livyi Bereg U21"
l9k1,"https://livetv.biz.id/play1.php?watch=Kharkiv U21 vs Bukovina U21"
o1w3,"https://livetv.biz.id/play1.php?watch=Zoria U21 vs Dynamo Kiev U21"
3z4w,"https://livetv.biz.id/play1.php?watch=Kryvbas (W) vs Kolos Kovalivka (W)"
dyho,"https://livetv.biz.id/play1.php?watch=Shakhtar Dn (W) vs Ladomir (W)"
dhhq,"https://livetv.biz.id/play1.php?watch=Boston River vs Progreso"
dwnb,"https://livetv.biz.id/play1.php?watch=Cerro vs Penarol"
h9gc,"https://livetv.biz.id/play1.php?watch=Deportivo Maldonado vs Cerro Largo"
9t6e,"https://livetv.biz.id/play1.php?watch=San Jose vs Los Angeles"
pwqh,"https://livetv.biz.id/play1.php?watch=New England vs Orlando City"
cbnu,"https://livetv.biz.id/play1.php?watch=Montreal vs Columbus Crew"
s4rl,"https://livetv.biz.id/play1.php?watch=DC United vs Charlotte"
f4yf,"https://livetv.biz.id/play1.php?watch=Minnesota Utd vs LA Galaxy"
3p9f,"https://livetv.biz.id/play1.php?watch=Kansas City vs Philadelphia"
2iqe,"https://livetv.biz.id/play1.php?watch=Houston Dynamo vs Cincinnati"
pm9x,"https://livetv.biz.id/play1.php?watch=Dallas vs Austin"
s985,"https://livetv.biz.id/play1.php?watch=St Louis City vs Toronto"
xwpj,"https://livetv.biz.id/play1.php?watch=Colorado Rapids vs Seattle Sounders"
7s9n,"https://livetv.biz.id/play1.php?watch=Real Salt Lake vs Vancouver"
9b0y,"https://livetv.biz.id/play1.php?watch=Nashville vs Chicago Fire"
7euk,"https://livetv.biz.id/play1.php?watch=Portland Timbers vs Atlanta Utd"
uxb8,"https://livetv.biz.id/play1.php?watch=Louisville City vs Loudoun United"
1f7k,"https://livetv.biz.id/play1.php?watch=Lexington vs Orange County"
g2bo,"https://livetv.biz.id/play1.php?watch=Detroit City vs Riverhounds"
imsd,"https://livetv.biz.id/play1.php?watch=Charleston Battery vs Monterey Bay"
wbm9,"https://livetv.biz.id/play1.php?watch=Brooklyn vs Tulsa"
zoxa,"https://livetv.biz.id/play1.php?watch=Tampa Bay vs Birmingham Legion"
l15s,"https://livetv.biz.id/play1.php?watch=Rhode Island vs Miami"
40y1,"https://livetv.biz.id/play1.php?watch=CS Switchbacks vs New Mexico Utd"
yfsz,"https://livetv.biz.id/play1.php?watch=Phoenix Rising vs El Paso Locomotive"
hbfq,"https://livetv.biz.id/play1.php?watch=Las Vegas Lights vs Hartford Athletic"
d33u,"https://livetv.biz.id/play1.php?watch=Richmond Kickers vs Charlotte Independence"
9u9d,"https://livetv.biz.id/play1.php?watch=New York Cosmos vs Westchester"
t02e,"https://livetv.biz.id/play1.php?watch=Cosmos vs Westchester"
y9uf,"https://livetv.biz.id/play1.php?watch=Forward Madison vs AV Alta"
n0hg,"https://livetv.biz.id/play1.php?watch=Chattanooga RW vs Portland Hearts of Pine"
igu1,"https://livetv.biz.id/play1.php?watch=Sarasota Paradise vs Greenville"
xvjz,"https://livetv.biz.id/play1.php?watch=Fort Wayne vs Naples"
l9io,"https://livetv.biz.id/play1.php?watch=SG Tormenta vs Corpus Christi"
mrsg,"https://livetv.biz.id/play1.php?watch=Union Omaha vs One Knoxville"
lt4i,"https://livetv.biz.id/play1.php?watch=Orlando Pride (W) vs  Portland Thorns (W)"
phfl,"https://livetv.biz.id/play1.php?watch=North Carolina Courage (W) vs  Gotham (W)"
y76e,"https://livetv.biz.id/play1.php?watch=Carolina Ascent (W) vs  Brooklyn (W)"
c03j,"https://livetv.biz.id/play1.php?watch=Denver Summit (W) vs  Seattle Reign (W)"
qyzi,"https://livetv.biz.id/play1.php?watch=Mashal vs Pakhtakor"
1r2w,"https://livetv.biz.id/play1.php?watch=Bunyodkor vs Buxoro"
ew7e,"https://livetv.biz.id/play1.php?watch=Rayo Zuliano vs Monagas"
1p38,"https://livetv.biz.id/play1.php?watch=Universidad Central vs Carabobo"
bam8,"https://livetv.biz.id/play1.php?watch=Puerto Cabello vs Portuguesa"
geck,"https://livetv.biz.id/play1.php?watch=Deportivo La Guaira vs Deportivo Tachira"
dv6v,"https://livetv.biz.id/play1.php?watch=BSK Banja Luka vs Radnik Bijeljina"
ynu0,"https://livetv.biz.id/play1.php?watch=Kamenica Sasa (W)Kamenica Sasa (W) vs ASS United (W)"
0kic,"https://livetv.biz.id/play1.php?watch=Scotland U17 (W) vs Germany U17 (W)"
vgx7,"https://livetv.biz.id/play1.php?watch=South Korea (W) U-20 vs   Italy (W) U-20"
ocpk,"https://livetv.biz.id/play1.php?watch=Brazil (W) U-20 vs   Spain (W) U-20"
